x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,y
0.158,0.961,-0.834,-1.697,-0.070,0.231,1.036,0.488,1.398,-0.345,0.531,-1.824,-0.379,-1.480,-0.703,1.311,-0.706,1.108,-0.490,0.645,1.088,-0.875,0.595,0.753,0.746,-0.268,-0.253,0.940,-1.841,0.963,-0.827,0.061,0.649,-1.239,0.077,1.503,0.788,-0.299,0.438,0.642,0.137,-1.712,0.969,0.028,-0.100,-1.543,0.122,1.226,-0.785,-0.721,11.090
-2.609,0.979,0.317,-1.016,-1.090,-0.318,0.106,-0.493,-0.182,-0.219,0.376,0.764,0.762,0.039,0.735,2.034,0.359,-1.166,-2.114,-1.610,2.484,0.364,-0.522,0.201,-2.079,-0.276,-0.189,1.142,-1.387,0.899,1.137,-0.493,0.192,-1.790,-2.437,-0.012,-1.083,-0.659,-0.408,0.523,-1.360,-1.192,0.118,0.038,1.854,-0.916,-0.407,-1.139,0.755,1.301,8.178
0.933,2.428,0.888,2.162,-2.164,1.770,-0.364,-0.087,0.711,0.991,0.491,2.204,1.312,-0.869,-0.260,0.251,-1.888,-0.259,0.109,-0.054,0.007,0.409,0.025,0.363,0.311,-0.735,-0.180,0.939,0.033,-0.860,-2.109,-2.661,0.652,-1.578,2.275,-1.233,1.382,0.763,0.414,-0.491,1.753,-1.192,0.310,0.519,0.407,-0.177,-0.432,0.058,-1.060,0.157,8.479
-0.563,2.470,-0.872,-0.412,0.697,1.764,-0.114,1.658,0.521,0.566,0.154,0.037,-1.494,-0.414,0.392,0.081,0.292,1.004,0.153,0.275,1.711,1.102,1.423,0.167,-0.885,-1.570,-0.600,-1.331,0.893,-0.757,-0.347,-1.437,-1.267,0.564,0.225,1.128,-0.624,1.411,0.764,-0.193,0.092,0.501,-1.471,-1.047,-0.463,0.506,-0.557,-1.372,-1.636,0.636,20.512
1.085,-1.021,-1.698,0.648,1.914,-0.276,0.592,0.562,-0.406,1.120,-0.158,0.444,-1.965,-0.252,-0.585,-1.441,-1.100,-1.632,-0.034,-0.070,2.872,2.663,1.277,-0.588,-0.458,0.039,0.131,-0.721,0.925,2.584,-0.727,-0.083,0.190,0.306,-0.799,1.206,0.740,0.608,1.942,-1.504,1.485,0.155,-0.440,0.427,0.322,0.985,-0.602,-0.240,0.654,-0.900,8.987
0.896,-1.592,-0.462,-0.264,-0.791,-0.470,0.563,0.818,2.490,1.077,-0.954,1.625,-1.742,-1.212,0.135,-1.223,0.407,-1.106,0.182,-0.350,1.729,1.449,1.134,0.788,-0.078,-0.094,-0.411,0.477,0.469,0.142,-2.289,1.524,1.596,0.034,-0.417,-1.260,1.233,1.575,-1.141,0.273,-0.214,-0.262,0.406,-0.710,0.182,0.450,-1.052,0.750,-0.303,1.449,12.453
1.056,0.579,-1.541,1.476,-0.794,2.172,-0.706,0.126,1.468,-0.223,-0.467,-0.262,1.093,0.219,-0.320,-1.846,0.193,1.580,0.879,-0.867,-0.854,1.503,-0.469,0.770,-2.237,-0.284,0.205,-2.362,0.960,0.636,-1.106,-0.216,0.589,0.486,-1.173,2.147,-0.445,-1.823,0.008,-1.332,-1.639,-0.410,-1.216,1.920,-0.272,0.216,0.489,-1.180,-0.295,0.458,1.993
0.595,-0.044,-0.119,0.766,0.310,-2.114,0.977,-0.283,0.325,-0.152,-1.362,0.253,-0.260,0.696,0.091,0.683,0.780,-1.344,-0.752,-0.030,0.356,-0.872,0.568,0.541,0.098,0.597,1.067,-1.169,0.381,1.207,3.328,0.163,1.560,0.950,-0.463,0.026,-0.292,0.101,0.404,1.569,-0.820,0.087,-1.132,3.299,-1.128,1.038,-0.874,-1.094,0.639,-1.071,13.055
0.648,0.893,0.084,0.991,0.170,-1.663,-2.407,-0.489,-0.696,-2.018,0.881,-1.510,0.377,-2.935,0.355,-0.081,0.363,1.603,-0.513,-1.142,-0.139,-0.759,0.707,0.391,1.770,-1.193,-0.487,-0.187,2.356,0.267,-0.447,0.523,0.375,-1.488,0.058,-0.021,-0.126,1.635,-0.029,-0.425,-0.177,-1.721,0.468,0.040,0.035,0.069,0.582,0.312,-1.386,1.600,12.784
1.564,-0.463,0.788,-0.172,0.735,-0.283,-0.641,0.351,-0.517,0.578,0.129,1.808,0.614,-0.216,-1.632,-1.159,1.077,1.392,-1.296,1.404,0.972,-1.262,-0.053,-0.668,-1.291,-0.440,1.359,0.363,0.546,-1.528,1.229,-0.360,0.037,0.157,1.739,0.378,0.137,0.143,1.567,1.398,0.959,-0.071,0.904,-2.348,1.222,0.361,-0.599,-1.166,-2.331,0.458,25.065
0.461,1.538,-0.275,-0.880,-0.542,-1.652,-1.419,-0.379,-1.751,-1.346,-1.050,0.674,0.754,-0.159,0.796,-1.758,1.726,-0.542,-1.814,0.958,-1.909,-0.954,1.003,-1.231,-0.038,0.085,1.358,-1.309,-0.031,-2.004,-0.163,-0.553,-0.147,0.565,0.852,-0.873,-0.311,-0.757,-0.582,-0.459,1.161,-1.231,0.028,-0.643,0.051,-0.045,0.530,-1.146,-0.054,0.779,9.905
-1.308,-1.392,-1.062,-0.070,-0.408,1.461,-0.238,-0.127,0.013,-1.469,-0.351,-0.727,0.807,0.214,-0.030,-0.266,-2.354,1.069,0.335,0.554,-1.484,-0.876,1.828,0.842,0.356,-0.593,0.252,-0.591,-0.604,-1.139,-0.375,0.085,0.499,-0.830,-2.146,0.546,0.045,-1.280,3.204,-0.635,0.303,-0.208,0.948,-0.477,0.317,0.248,0.186,-0.535,-1.115,-0.150,0.098
0.925,-0.925,-0.484,-1.492,0.373,-1.833,0.666,0.709,-1.491,0.937,1.561,-0.189,-0.491,0.768,0.455,-0.870,0.138,1.357,-0.463,-0.615,-0.114,1.063,0.583,0.538,-2.403,1.078,0.010,-0.282,-2.232,1.434,0.157,-1.096,1.110,1.823,-0.385,-0.297,-0.781,0.287,1.228,0.297,0.716,0.368,-0.385,-0.822,-1.010,-0.484,1.030,1.517,-0.568,0.731,-5.646
1.239,1.256,0.809,-0.409,0.512,1.504,0.935,-0.369,1.035,2.013,0.332,0.354,0.401,-1.769,0.560,-0.622,-0.119,1.161,0.260,0.993,-0.916,1.672,-0.057,-0.708,-0.440,-0.787,1.079,-1.018,-0.829,-1.252,-0.697,-0.614,0.362,1.075,-0.426,1.094,0.343,0.704,0.353,-0.257,-0.228,0.126,-0.546,-0.889,0.537,0.786,0.119,-0.088,0.222,1.784,5.923
0.182,1.288,-0.120,-0.322,0.631,-0.075,-0.015,-2.653,1.319,-0.047,-0.012,0.939,-0.608,-0.905,-0.295,-0.517,1.758,0.220,-1.121,-0.879,-0.761,-0.224,-0.189,1.686,-0.730,0.721,-0.313,-0.289,0.469,-0.192,-0.038,-0.561,-0.471,-1.055,-0.915,0.461,-0.620,0.188,0.377,-1.025,-0.708,-1.685,1.595,0.755,0.310,-0.712,0.014,0.378,-1.218,-0.149,10.370
-1.656,-1.521,0.665,-2.323,-0.207,-0.990,0.120,0.527,0.474,1.341,0.792,-0.732,-1.080,0.314,-0.181,0.386,-0.550,-1.586,0.185,0.673,-2.172,0.095,0.476,0.398,0.939,-1.093,0.188,-1.442,0.090,-0.512,0.640,-1.728,2.032,1.442,1.221,-0.506,1.061,-1.676,-0.073,0.719,0.299,0.360,1.051,1.032,0.301,-0.157,1.423,-2.032,-0.505,1.238,4.218
0.334,-1.437,1.139,-0.558,-0.064,-0.336,1.000,0.719,-0.776,0.471,0.849,0.739,-0.225,-0.742,-0.358,-0.337,0.995,0.289,-1.960,-1.964,-0.137,-0.431,0.997,0.959,2.227,-1.101,0.228,-0.962,-0.573,0.490,-0.914,-0.343,-1.756,-0.546,0.283,0.996,0.954,-0.032,-0.788,0.614,0.422,-0.035,0.443,-0.331,-0.561,0.635,-0.806,-0.418,-1.964,0.128,13.477
-0.767,-0.057,-0.180,0.142,-1.914,0.624,1.009,0.421,0.029,0.961,-0.225,0.440,-1.802,-0.683,-0.238,-0.021,0.877,-2.598,-1.030,0.445,-0.271,1.664,1.450,0.522,-0.200,-0.825,-0.656,-0.440,0.231,-0.462,0.604,-0.971,-0.092,-0.807,-0.462,2.659,-1.186,0.833,-0.511,-1.117,1.432,-0.821,0.411,-1.976,0.004,-0.240,-0.972,0.532,0.939,0.654,17.744
-1.236,0.814,-0.361,0.579,0.313,1.243,0.645,-0.435,-0.096,0.594,0.413,-1.126,2.188,-2.274,-0.133,0.521,-0.488,1.059,2.995,0.114,0.878,1.327,0.761,-0.352,-0.748,0.584,0.427,0.478,1.154,0.827,-1.461,0.129,0.825,0.045,1.344,-0.511,1.455,0.524,1.592,-0.414,-0.301,0.961,-1.820,-1.042,-0.282,-0.700,0.298,-0.093,-0.476,1.128,-1.025
0.468,-1.434,-0.281,-1.447,1.476,-0.580,0.872,1.191,-2.340,0.630,-1.704,0.519,-0.343,-1.042,-0.708,1.004,0.154,-0.987,1.023,-1.982,-0.347,-1.626,1.557,-0.075,0.611,-0.005,0.104,-1.250,-0.684,-1.907,-1.204,-0.424,3.047,1.360,-0.324,-1.534,-1.573,0.747,-1.643,1.137,0.467,1.168,-0.166,2.211,1.437,1.145,0.801,0.643,1.222,0.391,17.490
-0.660,-0.341,-0.325,0.656,0.606,1.594,0.735,-0.750,1.056,0.216,0.198,1.474,-1.814,0.717,0.519,1.214,0.678,0.693,1.167,0.663,-1.207,-0.196,-1.749,-1.158,-1.339,-2.254,-1.806,2.398,-0.619,0.403,0.039,0.227,1.773,-1.079,-0.779,2.373,-1.841,-0.673,-0.613,1.014,0.560,0.488,0.771,0.644,-0.711,1.789,0.514,-1.003,1.026,-1.196,2.430
1.730,0.585,1.486,0.602,-1.203,-0.255,0.034,0.928,-1.428,0.974,0.545,-0.532,-2.809,-1.499,-1.582,-1.714,-0.767,-1.018,-0.357,-1.164,1.304,0.952,1.267,0.674,-0.068,0.649,-0.349,-0.034,-0.037,0.744,-0.635,0.119,-0.888,0.381,-0.394,-0.987,1.033,-0.382,2.390,2.149,-0.810,-0.096,0.065,-0.302,0.017,1.029,0.213,-0.455,0.483,-2.067,9.264
0.498,-0.676,0.468,1.922,-0.343,0.447,-0.655,-0.398,0.190,1.740,0.003,0.066,-1.786,1.085,-1.063,-0.680,-0.540,-0.651,1.169,-1.356,2.052,1.719,-0.179,-0.349,0.100,-0.015,0.568,0.194,-2.154,1.299,-0.027,-0.574,0.159,0.229,0.065,0.677,-0.335,0.592,-0.077,0.866,0.196,0.227,0.798,0.825,0.780,-0.896,0.372,1.111,-1.139,1.025,1.329
1.807,1.992,0.777,0.282,0.393,0.039,1.299,-2.136,0.227,1.143,-0.754,0.488,-1.129,-0.707,1.378,1.584,1.830,-1.413,0.831,0.801,1.131,0.808,-0.018,2.152,-0.638,0.076,-0.181,0.251,-0.019,-0.397,-1.888,0.247,0.808,-1.802,-0.138,0.020,1.711,1.068,1.327,-1.665,-0.887,-0.845,-0.122,0.574,-0.792,-0.038,2.862,1.946,-0.488,0.307,-9.605
-1.456,1.585,-0.104,2.147,0.404,1.280,0.450,-0.124,0.421,-0.861,0.788,-0.282,0.669,-2.056,-0.329,1.561,-1.546,0.162,-1.790,-1.959,0.319,-0.458,-0.063,-0.691,0.539,0.523,0.764,1.516,-0.044,-1.719,-0.927,2.755,0.184,-1.147,-2.618,0.248,0.051,-0.357,1.050,-1.610,1.337,1.391,-0.756,0.131,-0.056,-0.360,0.358,-1.917,0.756,0.907,7.725
-1.609,-0.286,-0.411,-1.195,-0.343,0.341,1.192,-1.323,-0.957,-1.889,-1.449,-1.136,1.636,0.343,1.299,-0.922,-0.762,0.577,-0.741,-1.140,0.012,-0.621,0.388,-0.814,0.420,-1.213,0.305,-0.679,-0.392,0.867,0.556,0.129,-0.464,1.161,0.688,-0.652,0.585,-0.424,1.386,0.549,-1.223,-0.474,0.186,-0.922,-0.644,0.094,0.219,-0.597,-0.849,-0.516,1.643
-0.156,-0.386,1.101,-1.389,0.595,1.492,0.561,-0.338,1.873,0.272,-0.134,-0.245,-0.399,-0.127,1.108,-0.903,-0.569,-0.826,-0.527,0.789,-1.649,-0.009,0.112,0.335,1.613,2.257,-0.866,0.486,-0.183,-0.401,0.693,-0.576,0.480,-1.234,1.489,0.118,2.365,-0.636,1.487,-0.068,-0.780,-0.478,0.048,-1.096,-0.036,0.132,0.416,-1.598,-0.448,-0.762,-5.953
0.839,-1.465,-1.780,-0.573,-0.737,0.344,-2.049,0.117,-0.185,-1.635,0.010,1.191,-0.571,0.405,0.619,0.385,0.340,1.282,-0.699,2.544,1.319,0.270,1.225,-1.902,0.970,0.722,-0.503,1.046,-0.639,0.608,-1.493,-0.163,-0.640,1.042,-0.095,0.184,0.584,2.606,0.719,0.455,0.442,-1.033,0.080,-0.598,0.720,-0.501,0.771,2.256,0.708,0.526,0.238
1.473,1.413,0.060,-0.001,-1.438,-0.479,0.379,-1.226,0.810,-0.313,-1.176,-0.135,-1.175,-0.772,-0.164,1.104,1.164,-0.926,-1.434,-0.848,1.253,0.414,0.396,-1.238,-0.184,-1.435,-0.957,0.009,-1.156,-1.671,0.693,-0.621,-0.986,-0.951,0.739,-2.285,-0.395,0.033,-0.640,0.501,0.460,0.339,-0.106,0.351,0.118,0.128,-0.911,-0.486,1.043,-1.374,17.895
-0.234,-0.449,0.802,-1.033,-0.900,1.293,-0.822,-0.548,-0.880,-0.881,1.441,-1.217,-0.607,0.779,0.869,0.135,0.716,0.303,0.398,0.142,1.754,0.398,-0.264,-1.024,-1.154,0.340,0.887,1.365,-1.179,0.983,1.853,-0.365,0.668,-1.247,0.246,-0.333,-0.517,-0.344,-1.024,0.767,-0.899,-0.390,-1.629,1.336,0.670,-1.538,-1.213,0.593,0.931,0.862,12.733
1.986,1.759,0.603,-1.909,-0.103,-0.851,0.481,-0.060,-1.161,-0.749,-0.189,1.117,0.028,1.701,0.210,0.544,-0.498,-0.017,2.389,-0.883,-1.716,0.814,0.681,-0.403,-0.290,0.528,0.923,-0.190,0.493,0.524,0.341,-1.496,0.522,0.569,0.665,-0.236,0.565,0.361,0.951,0.226,1.212,-1.302,-1.883,2.000,1.607,-0.840,0.678,0.851,1.351,0.858,-0.878
-0.157,-1.308,1.039,3.443,0.487,-1.544,0.410,-1.483,-0.124,0.053,0.448,-1.926,-0.225,-0.477,-0.500,0.833,-0.283,-1.171,1.012,2.438,-0.668,-0.252,1.108,-0.069,1.474,-1.156,-1.121,-0.632,-0.816,-0.129,0.070,-1.456,0.999,-0.596,0.886,-0.488,0.112,-2.244,-0.992,0.904,-0.285,0.494,-0.572,-1.050,1.018,1.517,-0.705,-0.145,-0.732,-0.057,3.903
-0.103,0.221,0.267,0.128,-1.322,-0.724,0.523,0.724,-0.824,1.094,0.065,0.717,-0.050,-1.535,-1.830,0.210,0.366,-1.244,-1.497,-1.591,-0.268,0.339,-1.847,-1.400,0.180,1.960,1.031,0.371,-0.242,-0.130,-0.271,-0.087,0.210,-1.458,-0.543,-0.931,1.161,0.981,1.115,-1.251,0.363,-2.444,0.029,1.278,-0.043,1.962,-0.151,-0.776,0.669,-0.025,12.584
1.348,-0.109,0.158,0.533,-0.902,-1.450,0.427,-0.134,-0.220,1.234,-0.670,0.844,0.038,0.614,0.329,-0.269,0.290,0.481,0.452,-1.976,0.771,-0.754,-1.568,-1.371,0.837,0.344,0.190,-1.522,0.848,-0.809,-0.589,-0.427,0.200,-0.602,1.631,-0.349,-1.173,-1.690,0.005,0.483,0.544,-0.103,0.942,-0.160,0.182,0.757,2.239,2.397,0.255,0.609,3.423
0.352,2.583,-0.032,0.137,0.979,-2.119,-0.840,0.578,-0.260,0.637,-0.506,-0.471,-0.384,-0.643,1.156,0.885,-0.006,0.935,1.553,1.066,-0.462,-0.590,0.937,-0.197,0.703,-1.305,-1.447,-0.909,0.253,1.865,-0.350,2.129,-1.588,-0.092,-1.098,0.843,0.843,1.144,-0.600,1.801,0.988,-0.751,-1.206,-1.314,0.337,2.326,1.116,0.300,2.252,0.290,-9.920
-0.341,-0.191,0.316,0.241,0.316,-0.795,-0.305,0.051,-0.825,0.535,0.858,-0.099,-0.440,-0.294,0.648,0.491,-0.692,0.214,-1.135,-0.109,-0.907,0.409,-0.608,-0.485,-2.477,-0.900,0.056,1.289,-2.305,0.087,0.364,0.282,1.903,-1.393,0.419,-0.217,-0.552,-0.905,0.551,0.851,0.307,1.481,-1.082,0.030,0.457,-1.509,-2.081,-0.593,1.788,0.762,2.583
0.835,0.080,0.049,0.327,0.688,0.429,-0.407,0.012,0.501,-1.216,0.409,-1.225,0.408,0.051,-1.387,-1.294,-0.940,0.818,-1.177,-0.488,0.049,1.160,-0.999,-2.584,-0.065,-0.824,-2.262,0.402,0.320,-0.326,-1.330,-0.448,1.087,2.239,0.626,0.867,-0.565,-0.657,-0.606,0.455,1.067,-0.146,0.667,0.941,-1.085,1.241,1.859,1.801,0.992,-0.230,16.725
-0.890,-1.019,-0.323,1.347,-0.959,0.169,0.422,-0.467,-0.623,-1.425,-0.272,-0.101,0.392,1.333,0.619,-0.396,0.090,0.131,-1.205,-0.587,-1.920,1.528,-0.325,1.457,-0.282,-0.653,2.283,-0.791,0.675,-0.221,0.577,0.863,1.020,-1.010,0.596,0.829,-0.486,-0.089,0.269,0.156,0.310,2.293,-2.060,-0.412,-1.144,-1.730,0.500,0.361,-0.642,1.654,-3.566
0.563,1.248,0.211,1.646,0.435,-0.109,-0.309,-0.199,0.577,0.716,-1.136,0.301,0.239,-0.784,-1.059,0.582,1.185,-1.061,0.527,-0.041,0.900,0.199,0.108,-0.268,0.072,0.385,-0.765,1.010,-0.939,-0.603,1.090,1.303,0.504,-1.144,0.398,-0.928,-1.114,-0.908,1.450,0.118,0.871,1.439,-0.412,0.287,0.652,0.033,0.322,-0.745,0.590,-0.885,-0.290
-0.038,-0.688,-1.066,1.845,1.401,-1.412,-1.521,0.799,-0.980,1.021,1.650,-1.099,0.947,-0.468,0.047,1.261,-1.039,-1.561,1.830,-0.955,0.388,-0.290,0.016,-0.225,0.388,-1.027,1.525,-1.215,-1.446,0.870,-1.115,-1.688,0.005,-0.332,-2.399,0.096,-0.581,-1.409,0.093,-0.710,0.651,0.386,-0.870,-1.342,0.312,-0.637,2.137,1.518,-0.549,0.543,4.697
0.379,0.144,0.105,-1.858,0.583,0.858,-1.097,0.630,0.216,0.582,-0.472,-0.415,0.713,0.388,-1.524,-0.665,-0.647,0.575,-0.055,-0.371,0.315,0.214,0.471,-0.981,0.139,0.264,-2.360,0.420,-0.668,-0.241,-1.026,0.031,0.136,0.213,1.030,-0.659,0.859,0.037,0.823,1.684,-0.651,2.237,-0.688,-1.466,-0.568,0.139,-1.403,0.021,0.211,-1.879,15.574
1.000,-0.101,1.127,-0.451,0.060,-0.244,0.708,0.284,-0.915,1.521,0.746,-1.776,1.548,0.578,0.965,-3.070,-1.823,1.097,1.002,0.237,-0.650,-1.124,-1.013,-0.105,-0.712,0.150,-0.177,-0.946,0.431,-1.278,0.637,0.726,-0.675,-0.252,-0.287,0.360,-1.006,0.057,1.080,1.076,2.041,-1.653,-1.476,0.687,-0.744,0.823,1.164,0.853,-1.498,0.422,2.056
-1.374,0.011,-1.099,-0.520,-0.079,-1.752,0.008,1.141,-0.678,-0.900,0.115,-0.459,-0.222,0.285,1.642,-0.387,0.262,0.909,-2.583,-0.544,-0.520,0.105,-0.316,0.012,-2.405,-0.335,-0.532,0.232,0.509,-1.310,0.660,1.523,-0.127,-0.302,1.084,0.429,-0.040,0.411,-0.604,1.093,-0.398,0.325,0.360,-0.836,0.602,1.432,-1.179,1.210,-1.683,0.055,-2.021
0.746,-2.467,1.845,1.044,-1.374,-0.340,0.662,2.698,0.612,-0.530,-0.134,0.312,0.331,1.213,1.290,-0.925,-1.116,0.195,-0.771,-1.423,0.934,-0.040,-0.778,0.449,0.912,0.044,1.028,0.941,-0.009,0.975,0.200,-1.485,-0.021,1.295,0.589,-2.182,0.250,0.929,-0.355,-1.443,0.047,-1.391,0.138,-0.895,0.489,0.098,-0.020,-0.186,-0.541,-1.141,8.275
0.691,-0.916,-0.313,0.746,-1.289,1.464,1.573,0.035,0.231,1.881,0.612,2.400,1.261,0.020,0.225,0.182,0.021,1.820,-1.025,1.659,-1.339,1.480,-0.257,1.107,0.648,0.311,-0.781,1.167,-2.217,1.329,1.902,-1.034,1.714,0.415,0.190,0.779,2.246,-0.878,-0.454,-0.159,0.011,0.640,-0.258,-0.046,-0.205,-0.236,1.019,-0.924,1.653,-1.470,-23.566
-1.268,0.838,-0.488,0.342,0.782,-0.395,0.151,0.523,0.210,1.488,0.221,-1.307,-1.112,-0.897,-1.869,-0.478,0.249,-0.911,-0.142,0.503,1.412,0.570,-0.575,-0.020,-0.483,0.363,-2.181,-0.527,1.060,1.600,-0.238,0.193,-0.516,1.991,-0.219,-0.206,0.774,-0.543,-2.437,-1.467,-0.911,0.294,0.876,0.846,1.336,0.229,-0.701,0.312,-0.197,-0.045,9.768
1.769,1.092,2.048,0.914,0.627,-0.020,-0.239,0.620,0.331,-1.322,0.499,0.422,-0.719,-1.074,-0.038,1.622,-1.002,2.650,-0.990,0.906,-0.202,-0.986,-0.300,-0.094,0.247,-2.497,-0.883,-0.456,0.437,0.980,1.614,-1.341,-0.081,-0.050,0.412,1.793,0.134,-0.939,1.685,1.589,-0.268,-0.386,0.556,2.068,1.262,0.316,2.515,-0.072,0.139,-1.335,-1.807
-0.357,-0.268,0.002,0.505,-0.453,0.701,1.110,0.544,-0.150,0.977,-0.691,-1.518,0.158,-0.434,-0.344,0.378,-0.408,-0.084,0.879,0.608,0.985,-0.746,0.858,1.152,-1.293,1.323,1.185,-0.016,-2.135,0.305,-0.259,-1.266,-0.368,0.992,1.339,1.182,0.646,-0.422,-0.449,-0.610,-0.501,-0.806,-0.888,-0.498,-0.414,0.580,-0.972,-0.261,-1.465,0.301,10.231
-0.222,-1.040,0.786,-0.665,-0.697,-1.543,0.579,0.763,-0.762,-0.070,0.084,-0.971,0.055,-2.058,0.919,1.884,0.237,-0.424,-1.050,0.755,-0.534,1.826,1.787,-0.114,-1.220,0.936,-2.163,1.250,-1.192,-0.820,-0.566,1.593,-0.705,-2.507,-0.529,-0.016,-1.296,-1.503,0.509,-0.543,-0.320,-0.094,0.681,0.464,-0.947,-0.940,0.484,-1.482,-1.282,-0.536,1.173
-0.332,-0.494,-0.221,-1.092,-1.513,-1.247,-1.308,-0.796,-1.102,0.146,2.038,0.560,1.036,-1.034,1.422,0.202,0.094,0.085,1.562,-0.847,-0.240,-1.834,0.168,-0.055,0.475,0.139,0.389,0.203,1.666,-1.801,1.140,1.772,0.031,-0.287,1.037,0.397,-0.926,-0.385,2.362,0.628,1.168,-1.916,1.556,0.353,1.606,-0.351,-0.354,1.220,-0.998,0.125,14.732
1.420,0.095,-1.674,-0.406,2.260,0.902,0.243,0.228,-0.563,-0.331,0.633,1.274,-2.212,-0.866,0.973,1.246,0.261,-0.392,0.010,-0.981,-0.626,-0.963,0.171,-0.521,-0.376,-0.450,-0.077,-0.821,-2.333,1.699,-1.119,-0.412,-0.885,-1.232,-0.247,1.386,0.386,0.525,-2.280,0.887,0.356,-1.420,1.186,-0.081,2.006,-0.252,1.972,-1.564,1.131,0.283,6.677
-1.496,-1.758,1.379,-0.013,-0.590,-0.537,-1.339,0.519,-1.287,0.404,0.500,0.513,0.083,0.040,-0.183,2.008,1.419,-1.330,-0.212,-0.091,1.416,-0.386,1.683,1.625,-0.472,0.819,0.760,-0.419,0.507,-0.391,0.789,0.674,-1.002,-2.381,0.642,-0.378,0.838,-1.611,1.539,-0.690,-1.066,-1.728,-0.699,2.012,-1.155,-0.263,0.514,0.710,-0.350,-0.866,11.099
1.389,0.877,0.442,-0.178,0.332,-1.516,0.895,1.305,1.180,1.446,0.631,-2.137,0.693,-0.171,0.645,2.696,-1.358,1.274,-1.044,-0.893,1.008,-0.976,-0.088,-0.444,-0.866,-0.394,-0.181,-0.858,-0.759,1.381,1.042,0.377,1.361,0.693,-1.690,-0.474,-0.516,-1.401,-1.124,-0.315,0.285,-1.649,0.043,0.721,1.912,-0.798,0.540,-1.496,-0.501,2.184,-1.764
-0.651,-0.071,-0.162,1.158,-0.102,-0.043,1.424,-2.583,0.805,-2.006,1.651,-1.846,1.401,0.485,-0.723,0.610,-0.951,1.073,1.953,0.519,0.715,-1.037,-0.388,-0.238,0.897,0.280,-0.416,0.690,0.234,0.930,0.737,0.109,-0.799,-1.748,-0.719,-0.020,-0.193,-0.037,-1.277,-0.438,-1.454,-0.515,0.612,1.023,-1.498,-1.200,-0.718,0.868,0.393,0.363,17.689
0.490,0.702,-2.168,0.305,1.380,2.516,1.274,-1.102,1.543,2.236,1.308,0.058,0.638,-0.881,0.901,-0.402,-0.703,0.579,1.741,1.778,-0.217,-0.588,-0.050,-2.714,0.649,-0.386,-0.770,-1.159,1.179,0.680,0.309,-0.829,-0.548,-0.203,-0.963,-1.026,-0.526,0.433,-0.034,0.257,-1.044,-0.305,0.965,0.036,0.196,0.473,-1.217,1.021,-0.901,-0.146,5.539
1.440,-0.074,-0.333,1.924,1.259,0.117,-0.552,0.134,-0.270,-0.546,-0.705,-0.497,0.795,-1.856,0.544,-0.264,-0.193,1.353,-0.138,-0.596,-1.179,-0.178,0.063,0.180,0.925,-0.657,-1.041,-0.899,1.610,-2.172,0.438,-1.870,0.040,-1.455,-0.269,-0.972,1.551,0.923,0.205,0.633,-0.344,0.875,-0.004,2.437,0.435,-0.131,-0.867,0.592,1.286,-0.271,12.827
0.483,0.490,-0.652,0.436,-0.087,0.338,-0.300,0.043,0.072,-1.325,-2.404,0.767,0.785,0.489,-1.054,-0.580,-1.088,1.421,-1.502,0.836,1.734,-0.973,-0.017,1.186,0.517,1.835,1.296,0.689,1.460,-0.442,0.539,1.624,0.935,-0.318,-0.603,-0.931,-0.737,-0.158,0.529,0.217,0.173,-0.607,1.615,-1.350,0.810,-0.856,-1.606,-1.286,-0.132,0.732,19.806
1.258,-0.696,0.483,0.077,-1.986,-1.102,0.501,-0.033,0.818,-0.184,0.642,-0.056,-0.466,-0.449,0.036,-0.536,0.697,-0.067,0.174,1.870,-0.588,-0.905,-0.738,0.623,0.771,-0.755,-0.265,-2.472,-0.652,-1.439,-1.408,-0.622,-0.709,0.210,0.036,0.744,0.781,0.362,1.136,-0.271,-0.085,-1.071,-0.349,0.309,-1.165,0.082,-0.664,-0.947,-0.659,-0.221,9.046
-0.059,-0.282,-1.005,-0.291,1.514,0.231,0.116,-0.173,1.157,1.787,0.639,-0.896,-2.093,0.205,-1.388,-0.623,1.731,0.778,1.083,0.126,1.212,0.719,0.595,0.263,1.728,-0.462,-1.735,1.205,0.108,-1.908,1.204,1.314,-0.615,0.077,1.955,0.397,-0.249,-0.078,0.498,0.244,-1.230,-0.297,0.753,1.826,1.156,-0.142,0.496,-1.958,-0.898,-0.344,8.457
0.046,1.788,-1.261,-2.629,-0.169,1.239,0.502,-0.001,0.929,0.457,0.571,0.566,1.298,0.515,0.147,1.163,0.743,1.245,-0.444,0.228,0.373,-1.070,1.151,0.417,1.469,-1.172,0.396,-0.432,-0.846,2.441,-1.140,1.711,-2.053,-1.109,0.416,-0.794,-0.165,1.661,-0.595,-1.341,-0.126,-0.094,0.657,1.715,0.355,-0.762,-0.673,0.093,-1.235,-1.917,1.851
